Title,Rating,Rating Number,Review,Price,Store,Categories,Processor,Hard Drive,Graphics Coprocessor,Operating System,Item Weight,Product Dimensions,Color,Number of Processors,Memory Storage Capacity,Screen Size,RAM Memory Installed Size,CPU Model
"Intel E97378-001 Lga1155/1156 Aluminum/Copper Cpu Heatsink, P/N# E97378-001 Bulk -by-Intel",4.5,235,,18.99,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, Fans & Cooling, CPU Cooling Fans",,,,,,3.62 x 3.62 x 1.77 inches; 6.4 Ounces,,,,,,
Intel Core i9-10900K Ten Core Desktop Processor Up to 5.3 GHz Comet Lake - OEM Tray Version,4.6,183,"Processor Base Frequency: 3.70 GHz | Max Turbo Frequency: 5.30 GHz, Number of Cores: 10 | Number of Threads: 20, Cache: 20 MB Intel Smart Cache | TDP: 125 W, Processor Graphics: Intel UHD Graphics 630, OEM Tray Version - No Retail Packaging Included",303.09,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",,,,,0.8 ounces,,,,,,,Core i9
"Intel Core i7 Processor i7-3770 3.4GHz 5.0GT/s 8MB LGA 1155 CPU, Retail",5,4,,None,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",,,,,12.8 ounces,,,,,,,Core i7
Intel Boxdh67clb3 Dh67cl Motherboard LGA 1155 ATX Form Factor,4,57,"The boxed Intel Desktop Board DH67CLB3 includes: ATX I/O shield, SATA cables, I/O layout stickers, quick reference guide and driver and software DVD, Intel H67 Express Chipset, Four 240-pin DIMM connectors for dual-channel DDR3 1333/1066 MHz memory support for up to 32 GB maximum memory, Two USB 3.0 back-panel ports; fourteen USB 2.0 ports, six back-panel ports, and eight additional ports via four internal headers, Supports the 2nd gen Intel Core processors, including the Intel Core i7 and Intel Core i5 processors, Supports Intel Built-in Visuals, Supports Intel Rapid Storage Technology, including RAID 0, 1, 5, 10 with Intel Rapid Recover Technology",128.02,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, Motherboards",,,,,2.4 pounds,2.8 x 10.5 x 12.9 inches,,,1748 MB,,,Core i5
Intel Core i5 i5-12600 3.30 GHz Processor - Retail Pack,4.7,79,"Intelandreg; Coreandreg; i5 3.30 GHz processor offers hyper-threading architecture that delivers high performance for demanding applications with improved onboard graphics and turbo boost, The processor features Socket LGA-1700 socket for installation on the PCB",199.99,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",3 core_i5,,,,1 pounds,1.77 x 1.7 x 0.2 inches,,6,,,,Core i5
Intel DHX-B Thermal Solution for Intel Core i7-875K and Intel Core i5-655K processors BXXTS100H,4,5,"Supports Intel Processors with the LGA1156 Socket, Active Heat Pipe Solution for Performance-Based Platforms, Selectable Fan Speed Control Modes, Robust Design Meets Intel’s Stringent Shock and Drop Testing, Four-pin Pulse Width Modulation (PWM) Fan Control",None,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",,,,,1.75 pounds,7.6 x 6.2 x 7.7 inches,,,,,,
Intel Core i9 i9-10980XE Octadeca-core (18 Core) 3 GHz Processor - 24.75 MB Cache - 4.60 GHz Overclocking Speed - 14 nm - 165 W - 36 Threads,4.4,38,,999,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",,,,,1.34 pounds,14.02 x 5.98 x 7.01 inches,,,,,,Core i9
Intel Boxed Core I5-6600 FC-LGA14C 3.30 Ghz 6 M Processor Cache 4 LGA 1151 BX80662I56600,4.3,499,"LGA 1151, DDR4 & DDR3L Support, Display Resolution up to 4096x2304, Intel Turbo Boost Technology, Compatible with Intel 100 Series Chipset Motherboards",135.85,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",3.3 GHz core_i5,,,,10.4 ounces,3.3 x 4.3 x 4.5 inches,,4,,,,Core i5
Intel SR00S CORE i5-2400S 2.5GHz 6M Quad Core 5GT/s CPU Processor LGA1,3.3,4,,211.84,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",,,,,1.06 ounces,1 x 1 x 2 inches,,4,,,,
"Intel NUC NUC7i7DNHE Mini PC/HTPC, Intel Quad-Core i7-8650U Upto 4.2GHz, 32GB DDR4, 512GB SSD, WiFi, Bluetooth, 4k Support, Dual Monitor Capable, Windows 10 Pro (32GB Ram + 512GB SSD)",4.1,12,"Intel NUC NUC7i7DNHE Mini PC/HTPC With All New Parts Assembled, 8th Generation Intel Quad-Core i7-8650U 1.9GHz With Turbo Boost Upto 4.2GHz, 8MB Cache, 32GB DDR4 2400MHz, 512GB Solid State Drive SATA III (You Could Add A m.2 2nd Drive), Intel UHD Graphics 620, Wifi, Bluetooth 4.2, Gigabit Ethernet, 4k Support, Dual Monitor Capable, Windows 10 Professional 64Bit, 4x USB 3.0, 2x HDMI, 1x Headphone/Microphone Combo Jack",None,E Retailers,"Electronics, Computers & Accessories, Computers & Tablets, Desktops, Minis",1.9 GHz core_i7,512 GB SSD,Intel UHD Graphics 620,Windows 10 Pro,2.6 pounds,4.5 x 2 x 4.4 inches,Silver/Black,4,512 GB,,32 GB,Core i7
"Intel NUC NUC7i5BNK Mini PC/HTPC, Intel Dual-Core i5-7260U Upto 3.4GHz, 8GB DDR4, 128GB SSD, WiFi, Bluetooth, Thunderbolt 3, 4k Support, Dual Monitor Capable, Windows 10 Pro (8GB Ram + 128GB SSD)",4,23,"Intel NUC NUC7i5BNK Mini PC/HTPC With All New Parts Assembled, 7th Generation Intel Dual-Core i5-7260U 2.2GHz With Turbo Boost Upto 3.4GHz, 4MB Cache, 8GB DDR4 2133MHz, 128GB Solid State Drive m.2 SATA, Intel Iris Plus Graphics 640, Wifi, Bluetooth 4.2, Gigabit Ethernet, 4k Support, Card Reader, Dual Monitor Capable, Windows 10 Professional 64Bit, 1x Thunderbolt 3, 4x USB 3.0, 1x HDMI, 1x Headphone/Microphone Combo Jack",None,Craving Savings,"Electronics, Computers & Accessories, Computers & Tablets, Desktops, Minis",2.2 GHz core_i5,128 GB SSD,Intel Iris Plus Graphics 640,Windows 10 Pro,2 pounds,4.5 x 1.4 x 4.4 inches,Silver/Black,2,128 GB,,8 GB,Core i5
Intel Core i7-880 SLBPS Desktop CPU Processor LGA1156 3.06GHz 8MB 2.5GT/s,5,1,"Intel, i7-880, 3.06Ghz, 8MB, Socket H1 / LGA1156",None,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",,,,,,,,,,,,Core i7
Intel Core i7 Quad-core i7-950 3.06GHz Processor (AT80601002112AA),3.6,11,"Frequency (GHz): 3.06, Socket : 1366, Bus speed (MHz) :2400 MHz QPI, L2 cache size (KB) : 4 x 256, Thermal Design Power (Watt) : 130",389.95,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",3.06 GHz core_i7,,,,1.06 ounces,,,4,,,,Core i7
"Intel Core i7 Processor i7-930 2.80GHz 8 MB LGA1366 CPU, Retail BX80601930",4,52,"Process Type: Intel Core i7 Processor i7-930, Frequency: 2.80 GHz, Bus Speed: 4.8 GT/s, Cache: 8 MB, Process: 45 nm",271.69,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",,,,,1.6 pounds,7.75 x 8.26 x 19.4 inches,,,,,,Core i7
Intel nuc Qotom-M305 with Intel Core i3-4005U Processor X86 1080P DC 12V 2G ram 128G SSD 300M WIFI cheap desktop pc,5,1,"CPU:Intel Core i3-4005U Processor dual core(3M Cache, 1.70 GHz), 2G ram 128G SSD 300M WIFI, 1*HDMI, 1*VGA, 1*LAN, 4*USB3.0,2*USB 2.0, We pre-install Unactivated Windows 7 for test and we do not provide any Windows license. If you prefer to other OS, please contact us., computer TV/office/business/room/media/hotel/bank/pos to use",None,Qotom,"Electronics, Computers & Accessories, Computers & Tablets, Desktops, Minis",1.7 GHz core_i3,128 GB HDD,Intel HD Graphics,"Linux, Windows 7",3.3 pounds,6.69 x 5.12 x 1.38 inches,,2,8 GB,,8 GB,Core i3
Intel Corp Core I5-670 3.46 Ghz Processor Socket H LGA-1156 Dual-Core 4 MB Cache 73 W,5,2,,None,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",,,,,,,,,,,,Core i5
Intel Corp. Core i7 4930K Processor,3.2,4,,139.99,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",,,,,4 ounces,,,,,,,Core i7
Intel Core i5 Processor i5-2310 2.9GHz 6MB LGA1155 CPU (BX80623I52310),3.9,14,"Process Type: Intel Core i5 Processor i5-2310; Frequency: 2.9 GHz; Max Turbo Frequency: 3.2 GHz, DMI: 5 GT/s; Intel Smart Cache: 6 MB; Process: 32 nm; Socket: LGA 1155; Max TDP: 95 W; Max Memory; Bandwidth: 21.0 GB/s, Graphics Base Frequency: 850 MHz; Graphics Max Dynamic Frequency: 1.1 GHz; Package: Retail, This processor is a Quad Core Processor; This Processor supports Intel Turbo Boost 2.0 Technology; This processor supports Intel Virtualization Technology(VT-x); This processor supports AES New Instructions, This processor supports Intel 64 Architecture; This processor supports Idle States Technology; This processor supports Enhanced Speedstep Technology; This processor supports Thermal Monitoring Technology, This processor supports Intel Fast Memory Access; This processor supports Intel Flex Memory Access; This processor supports Execute Disable Bit",41.98,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",,,,,12.8 ounces,3.3 x 4.6 x 3.9 inches,,,,,,Core i5
Intel Core i7 Quad-core I7-920 2.66GHz Processor (Renewed),4.7,3,i7-920,None,Amazon Renewed,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",,,,,0.64 ounces,3.94 x 1.97 x 3.94 inches,,,,,,Core i7
"Intel NUC11PAHi5 Home & Business Mini Desktop i5-1135G7 4-Core, 16GB RAM, 512GB PCIe SSD, Integrated Graphics, WiFi, Bluetooth, HDMI, USB 3.2, Display Port, Win 11 Pro with Dockztorm Hub",5,1,"【Upgraded】 Seal is opened for Hardware/Software upgrade only to enhance performance. No Display ; Wi-Fi 6 AX201 Wifi, Bluetooth 4.2, Ethernet LAN (RJ-45), No Webcam, ., 【Powerful Performance with Intel Core i5-1135G7 Quad Core】 11th Gen Intel Core i5-1135G7 2.40GHz Processor (upto 4.2 GHz, 8MB Cache, 4-Cores) ; Integrated Graphics Integrated Graphics, ., 【High Speed and Multitasking】 16GB DDR4 SODIMM; 120W Power Supply; Black Color, ., 【Enormous Storage】 512GB PCIe NVMe SSD; 1 HDMI, 1 mini Display Port, 2 Thunderbolt 3 (Type-C), SD Reader, No Optical Drive, Headphone/Microphone Combo Jack., Windows 11 Pro., 1 Year Manufacturer warranty from GreatPriceTech (Professionally upgraded by GreatPriceTech), Includes Authorized Dockztorm Portable USB Hub(Special Edition Portable Dockztorm Data Hub;Super Speedy Data Syn Rate upto 5Gbps)",599,Intel,"Electronics, Computers & Accessories, Computers & Tablets, Desktops, Minis",2.4 GHz intel_core_i5_1135g7,512 GB SSD,Integrated Graphics,Windows 11 Pro,1.32 pounds,4.6 x 4.41 x 2.01 inches,Black,4,512 GB,,16 GB,Intel Core i5-1135G7
Intel Core i3-2120 Dual-Core Processor 3.3 GHz 3 MB Cache LGA 1155 - BX80623I32120,4.2,217,"Process Type: Intel Core i3 Processor i3-2120 Frequency: 3.3 GHz DMI: 5 GT/s, Intel Smart Cache: 3 MB Process: 32 nm Socket: LGA1155, Power Consumption: 65 W Max Memory Bandwidth: 21 GB/s Graphics Base Frequency: 850 MHz, Graphics Max Dynamic Frequency: 1.1 GHz This processor is a Dual Core Processor, This processor supports Hyper-Threading Technology This processor supports Intel Virtualization Technology (VT-x). Has 2 cores, 4 threads.",130.19,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",,,,,9.6 ounces,4.57 x 4.57 x 3.39 inches,,,,,,Core i3
Intel Desktop Motherboard LGA1155 DDR3 1600 MicroATX - BOXDH77EB,4.1,46,"Supports 2nd and 3rd generation Intel Core i7, i5, and i3 processors in the LGA1155 package, Intel H77 Express Chipset, Windows 7 WHQL certified, MicroATX",129.99,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, Motherboards",core_i5,,,,2 pounds,12 x 1.9 x 1.1 inches,,,,,,Core i5
Intel Core i7-960 Processor 3.20 GHz 8 MB Cache Socket LGA1366,4.4,75,"Quad Core, Enhanced Intel Speedstep Technology, Hyper-Threading Technology1, Intel EM64T2, Intel Virtualization Technology",155,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",,,,,1 pounds,3.8 x 7.7 x 7.1 inches,,,,,,Core i7
"Intel Core i3-10100 Desktop Processor 4 Cores up to 4.3 GHz  LGA1200 (Intel 400 Series Chipset) 65W, Model Number: BX8070110100",4.8,2005,"4 Cores / 8 Threads, Socket Type LGA 1200, Up to 4.3 GHz, Compatible with Intel 400 series chipset based motherboards, Intel Optane Memory Support, Cooler Included",106.25,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",3.6 GHz core_i3,,,,3.5 ounces,2.8 x 4.21 x 4.41 inches,,4,,,,Core i3
"Intel NUC NUC8I7HNK Mini PC, Intel Quad-Core i7-8705G Upto 4.1GHz, 32GB DDR4, 2TB SSD, AMD Radeon RX Vega M GL, WiFi, Thunderbolt 3, Supports Up to 6 Displays, Windows 10 Pro (32GB RAM + 2TB SSD)",4.5,104,"Intel NUC NUC8i7HNK Mini PC/HTPC With All New Parts Assembled, Intel Quad-Core i7-8705G 3.1GHz With Turbo Boost Upto 4.1GHz, 8MB Cache, 32GB DDR4 2400MHz, 2TB m.2 SSD, AMD Radeon RX Vega M GL Graphics, Supports Up to 6 Monitors, 802.11ac Wifi, Bluetooth 4.2, 2x Gigabit Ethernet, 2x Thunderbolt 3, Windows 10 Professional 64Bit, 1x USB 3.1 Gen 2 Type-C, 1x USB 3.1 Gen 2 Type-A, 4x USB 3.1 Gen 1 Type-A, 2x Mini DisplayPort 1.2, 2x HDMI",None,E Retailers,"Electronics, Computers & Accessories, Computers & Tablets, Desktops, Minis",3.1 GHz core_i7,2 TB SSD,AMD Radeon RX Vega M GL Graphics,Windows 10 Pro,3 pounds,8.7 x 5.5 x 1.5 inches,Black,4,2 TB,,32 GB,Core i7
"Intel NUC NUC8i5BEK Mini PC/HTPC, Intel Quad-Core i5-8259U Upto 3.8GHz, 4GB DDR4, 256GB m.2 SSD, WiFi, Bluetooth, Thunderbolt 3, 4k Support, Dual Monitor Capable, Windows 10 Pro (4GB Ram + 256GB SSD)",5,1,"Intel NUC NUC8i5BEK Mini PC/HTPC With All New Parts Assembled, 8th Generation Intel Quad-Core i5-8259U 2.3GHz With Turbo Boost Upto 3.8GHz, 4MB Cache, 4GB DDR4 2400MHz, 256GB m.2 Solid State Drive, Intel Iris Plus Graphics 655, Intel Dual Band Wireless-AC 9560, Bluetooth 5.0, Gigabit Ethernet, 4k Support, Card Reader, Dual Monitor Capable, Security Slot, Windows 10 Professional 64Bit, 1x Thunderbolt 3, 4x USB 3.1, 1x HDMI 2.0a, 1x Headphone/Microphone Combo Jack",None,Craving Savings,"Electronics, Computers & Accessories, Computers & Tablets, Desktops, Minis",2.3 GHz core_i5,256 GB SSD,Intel Iris Plus Graphics 655,Windows 10 Pro,2.5 pounds,4.5 x 2 x 4.4 inches,Silver/Black,4,256 GB,,4 GB,Core i5
Intel® Core™ i5-8500 Desktop Processor 6 Core up to 4.1GHz Turbo LGA1151 300 Series 65W,4.6,148,"6 Cores / 6 Threads, 3.00 GHz up to 4.10 GHz Max Turbo Frequency / 9 MB Cache, Compatible only with Motherboards based on Intel 300 Series Chipsets, Intel Optane Memory Supported, Intel UHD Graphics 630; Instruction Set Extensions Intel SSE4.1, Intel SSE4.2, Intel AVX2",89.99,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",3 GHz core_i5,,,,9.5 ounces,4.57 x 2.76 x 3.98 inches,,6,,,,Core i5
Intel NUC NUC5i5RYK with Intel Core i5 Processor 2.7 GHz (BOXNUC5I5RYK) (Renewed),1,1,"5th Generation Intel Core i5-5250U Processor, Dual-Channel DDR3L 1600/1333 (1.35V), 16 GB Max Supported (Sold Separately), Storage: Internal Support for M.2 SSD card (22x42, 22x60, or 22x80), Networking: Intel 10/100/1000 Mbps Network Connection, 19V, 65 W wall mount AC-DC Power Adapter, Intel HD Graphics 6000, OS Certs: Windows 8.1 Logo. OS Compatibility: Ubuntu, Linux Mint, Fedora, OpenSUSE",None,Amazon Renewed,"Electronics, Computers & Accessories, Computers & Tablets, Desktops, Minis",2.7 GHz core_i5,HDD,Intel HD GMA 6000,Windows 8.1,14.4 ounces,5.4 x 3.94 x 4.92 inches,Black,2,,,16 GB,Core i5
"Intel NUC 5 Business Kit (NUC5i3MYHE) - Core i3, Tall, Add't Components Needed",4.2,34,"Storage support for M.2 SSD card and 2.5-Inch HDD/SSD, Built-in Intel Gigabit LAN, M.2 22x30 slot and wireless antennas pre-assembled (for wireless card support), 4K display support, Kensington lock support",None,Intel,"Electronics, Computers & Accessories, Computers & Tablets, Desktops, Minis",core_i3,HDD,,Windows 8.1,2.32 pounds,5.5 x 5 x 4 inches,,2,,,,Core i3
Intel BX80623I52500K I5-2500K 3.30 GHZ 6M Turbo OVERCLOCK,4.7,329,"Intel Turbo Boost Technology 2.0 dynamically increases the processor frequency as needed by taking advantage of thermal and power headroom when operating below specified limits., Intel Smart Cache is dynamically allocated to each processor core based on workload, which significantly reduces latency and improves performance., Advanced Encryption Standard New Instructions add hardware acceleration to AES algorithms and speeds up the execution of AES applications.Specifications, Processor Number - i5-2500K, Number of Cores - 4",234,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",3.3 GHz core_i5,,,,9.6 ounces,4.5 x 4 x 3.2 inches,,4,,,,Core i5
Intel Core i3 Processor 3.7 2 BX80646I34170,4.3,365,"Intel Hyper-Threading technology, Intel smart cache, Intel HD graphics",53.98,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",,,,,7 ounces,3.94 x 2.36 x 3.94 inches,,,,,,Core i3-4170
Intel NUC 10 Performance Kit – Intel Core i5 Processor (Sleek Chassis),4.6,37,"Target Usage Home Office Home Theater PC Casual Gaming, 10th Generation Intel Core i5-10210U (NUC10i5FNK1) with Intel UHD Graphics 300 MHz – 1 1 GHz, Supports Microsoft Windows* 10 logo’d compatible with various Linux distros, Supports up to 3 displays HDMI 2 0a USB-C (DP1 2) 6 USB Ports",None,Intel,"Electronics, Computers & Accessories, Computers & Tablets, Desktops",1 GHz 1_2GHz_Cortex_A8,,,Linux,2.42 pounds,4.61 x 4.41 x 1.5 inches,,1,,,,
"Intel Core i5 6500 3.20 GHz Quad Core Skylake Desktop Processor, Socket LGA 1151, 6MB Cache",4.6,1588,"A new level of intelligent performance, Do more at once, Speedy content creation, Get your game on, 3.20 GHz up to 3.60 GHz Max Turbo Frequency / 6 MB Cache",140,Intel,"Electronics, Computers & Accessories, Computer Components, Internal Components, CPU Processors",3.6 GHz core_i5,,,,5.3 ounces,4.7 x 4.4 x 3.1 inches,,4,,,,Core i5
"Intel NUC11PAHi5 Home & Business Mini Desktop Bundle with High Performance Dockztorm Dock i5-1135G7 4-Core, 16GB RAM, 256GB PCIe SSD, WiFi, Bluetooth, HDMI, USB 3.2, Display Port, Win 10 Pro",3.9,28,"【Upgraded】 Seal is opened for Hardware/Software upgrade only to enhance performance. No Display ; Wi-Fi 6 AX201 Wifi, Bluetooth 4.2, Ethernet LAN (RJ-45), No Webcam, ., 【Powerful Performance with Intel Core i5-1135G7 Quad Core】 11th Gen Intel Core i5-1135G7 2.40GHz Processor (upto 4.2 GHz, 8MB Cache, 4-Cores) ; Integrated Graphics Integrated Graphics, ., 【High Speed and Multitasking】 16GB DDR4 SODIMM; 120W Power Supply; Black Color, ., 256GB PCIe NVMe SSD; 1 HDMI, 1 mini Display Port, 2 Thunderbolt 3 (Type-C), SD Reader, No Optical Drive, Headphone/Microphone Combo Jack., Windows 10 Pro., 1 Year Manufacturer warranty from GreatPriceTech (Professionally upgraded by GreatPriceTech), Includes Authorized Dockztorm Portable USB Hub(Special Edition Portable Dockztorm Data Hub;Super Speedy Data Syn Rate upto 5Gbps)",380,Intel,"Electronics, Computers & Accessories, Computers & Tablets, Desktops, Minis",2.4 GHz intel_core_i5_1135g7,256 GB SSHD,Integrated Graphics,Windows 10 Pro,1.32 pounds,4.6 x 4.41 x 2.01 inches,black,4,256 GB,,16 GB,Intel Core i5-1135G7
"Intel NUC NUC8i5BEK Mini PC/HTPC, Intel Quad-Core i5-8259U Upto 3.8GHz, 16GB DDR4, 512GB SSD, WiFi, Bluetooth, Thunderbolt 3, 4k Support, Dual Monitor Capable, Windows 10 Pro (16GB Ram + 512GB SSD)",4.5,16,"Intel NUC NUC8i5BEK Mini PC/HTPC With All New Parts Assembled, 8th Generation Intel Quad-Core i5-8259U 2.3GHz With Turbo Boost Upto 3.8GHz, 4MB Cache, 16GB DDR4 2400MHz, 512GB m.2 Solid State Drive, Intel Iris Plus Graphics 655, Intel Dual Band Wireless-AC 9560, Bluetooth 5.0, Gigabit Ethernet, 4k Support, Card Reader, Dual Monitor Capable, Security Slot, Windows 10 Professional 64Bit, 1x Thunderbolt 3, 4x USB 3.1, 1x HDMI 2.0a, 1x Headphone/Microphone Combo Jack",None,Craving Savings,"Electronics, Computers & Accessories, Computers & Tablets, Desktops, Minis",2.3 GHz core_i5,512 GB SSD,Intel Iris Plus Graphics 655,Windows 10 Pro,2.5 pounds,4.5 x 2 x 4.4 inches,Silver/Black,4,512 GB,,16 GB,Core i5
